user	timestamp	rating	title	review	review_raw
clfarny28	20170722T135858	5	Love This Podcast!	Season 1 of Serial is my favorite podcast EVER! I hope a 3rd season is coming soon.	Season 1 of Serial is my favorite podcast EVER!!!!! I hope a 3rd season is coming soon.
musesearch	20170721T201425	5	2Nd Season	Another 5 stars for season 2. Not as sensational and addicting as season one, but very relevant to our times, not at all political, and tries to tell the story from all angles. Their bias is there, but no one is completely objective, we wouldn't be human. Ultimately, this story seems more pertinent and rewarding than season one, if not as attention grabbing. Must listen... again.	"Another 5 stars for season 2. 
Not as sensational and addicting as season one, but very relevant to our times, not at all political, and tries to tell the story from all angles. 
Their bias is there, but no one is completely objective, we wouldn't be human. 
Ultimately, this story seems more pertinent and rewarding than season one, if not as attention grabbing. 
Must listen... again."
ToddPleasanton	20170720T232348	5	First Season Was Amazing....	Liked, but didn't fall in love, with season two. That being said, the staff had ridiculous expectations to live up to after their first go-around. Excited for the next season. :-)	Liked, but didn't fall in love, with season two.  That being said, the staff had ridiculous expectations to live up to after their first go-around.  Excited for the next season.  :-)
Asksjdbfbcjd	20170720T180940	5	Best Podcast	I love it!	I love it!
Gaboy2054	20170720T115728	1	Really Enjoyed	It is very well produced and interesting	It is very well produced and interesting
Movie hobbiest	20170720T115637	5	Best Storytelling	This has an old timey serial radio show feel yet it is modern, relevant, and captivating.	This has an old timey serial radio show feel yet it is modern, relevant, and captivating.
Jimmyvp222222222	20170720T113322	5	Season One All The Way	I liked both seasons but season one was the best	I liked both seasons but season one was the best
Diesel_Wolf	20170718T213221	5	A Masterpiece	I'm not at all into true crime, but the Serial podcast was A really good listen. Sarah Koenig masterfully casts a light on what went wrong without assigning blame. Her reporting is some of the best journalism I have encountered in recent memory.	I'm not at all into true crime, but the Serial podcast was A really good listen. Sarah Koenig masterfully casts a light on what went wrong without assigning blame. Her reporting is some of the best journalism I have encountered in recent memory.
dem_dawn	20170718T174655	5	Perfect For Road Trips	No complaints. So engrossing. Can't imagine someone who wouldn't love it.	No complaints. So engrossing. Can't imagine someone who wouldn't love it.
kellylistenstopodcasts	20170718T015257	5	Loved It	Ive listened to both seasons at least 3 times. So interesting and the storytelling is great!	Ive listened to both seasons at least 3 times. So interesting and the storytelling is great!
lindabee222	20170717T233432	1	Couldn'T Get Past Researcher Bias S1-No Need For S2	One review I read on season 1 referred to SK as a fan girl of AS, and this couldn't have been any more apparent. No balanced reporting here. Can't see the point of continuing with season 2. I recommend Sam Harris's Waking Up podcast to liberals who've fallen too too far left - making informed decisions requires an understanding of multiple perspectives. Let's all wake up before it's too late...	One review I read on season 1 referred to SK as a fan girl of AS, and this couldn't have been any more apparent. No balanced reporting here. Can't see the point of continuing with season 2. I recommend Sam Harris's Waking Up podcast to liberals who've fallen too too far left - making informed decisions requires an understanding of multiple perspectives. Let's all wake up before it's too late...
SpOrTs_DaVe	20170716T154455	1	Bias	Snarky jabs at the Republican Party. Constant liberal undertone. Everything you would expect from NPR. Narrator should be objective. If you are a die hard democrat who takes CNN seriously you will love this. Otherwise it's a waste of time.	Snarky jabs at the Republican Party. Constant liberal undertone. Everything you would expect from NPR. Narrator should be objective. If you are a die hard democrat who takes CNN seriously you will love this. Otherwise it's a waste of time.
Wiggin6	20170715T214449	5	The Best	Best single season podcast ever	Best single season podcast ever
Dddddddddddbbbbb	20170714T011638	5	Loved It	Couldn't wait to listen to the next chapter!	Couldn't wait to listen to the next chapter!
Arunkumar0308	20170713T052451	5	The Best Podcast Ever!	Got me hooked onto podcasts! Easily the best podcast there ever is.	Got me hooked onto podcasts! Easily the best podcast there ever is.
GUPrepster411	20170712T045813	5	Chilling	So good	So good
Sandiegolyft	20170712T034150	3	Amazing 1St Season, Disappointing 2Nd	Hooked from the first episode of the first season. The second season they changed the storyline and honestly the military story was boring to me. I couldn't get past the first half of the season. But the first season is great.	Hooked from the first episode of the first season. The second season they changed the storyline and honestly the military story was boring to me.  I couldn't get past the first half of the season. But the first season is great.
