index,user,timestamp,rating,title,review,review_raw
3367,Walowizard,20160119T112133,5,On Board. Good Job Tal,Fantastic journalism and very engaging to the listener.,Fantastic journalism and very engaging to the listener.
3369,Couchc1,20160119T111008,5,Awesome,"One word. Awesome. Wait, no. Amazing!","One word. Awesome. Wait, no. Amazing!"
3370,rubyloveschachie,20160119T000821,5,A Good Listen,I recently started listening to podcasts and was instantly hooked on the first series. Now I'm looking forward to each new show. I like how well the stories are told. It's like I'm right there watching it unfold. Great job!,I recently started listening to podcasts and was instantly hooked on the first series. Now I'm looking forward to each new show. I like how well the stories are told. It's like I'm right there watching it unfold. Great job!
3373,July.13,20160118T230159,5,Phenomenal And Addictive,"Absolutely loved Serial's first season and can't wait to hear the second. I loved listening to a true story pulled apart and pieced back together. Similar to the new Netflix documentary ""Making a Murderer."" It makes you think and question.","Absolutely loved Serial's first season and can't wait to hear the second. I loved listening to a true story pulled apart and pieced back together. Similar to the new Netflix documentary ""Making a Murderer."" It makes you think and question."
3374,moxielady,20160118T142116,5,Totally Addictive!,"It's a non-fiction soap opera! I love listening to each new revelation, and learning more about every case. The reporting is thorough and spot on. Great job!","It’s a non-fiction soap opera! I love listening to each new revelation, and learning more about every case. The reporting is thorough and spot on. Great job!"
3375,Hosanna219,20160117T223956,5,Addicting,I couldn't get enough of this podcast. I love how she explains both sides so it's like you follow the story along with her.,I couldn't get enough of this podcast. I love how she explains both sides so it's like you follow the story along with her.
3376,1996e,20160117T191857,5,Addicting,Helps improve my listening skills,Helps improve my listening skills
3378,Bubbly bib,20160117T013428,5,Addicting,Love this podcast! Highly recommend it!,Love this podcast! Highly recommend it!
3381,Pepsi guy12,20160116T151753,5,#1,Great podcast first season kept me on my toes and just kept listening to each and every episode,Great podcast first season kept me on my toes and just kept listening to each and every episode
3382,Bterry33,20160116T140014,5,Love It,Thank you so much for producing serial! I love every episodes and it has open my mind to different thoughts and ideas. Please continue to produce this series!,Thank you so much for producing serial!  I love every episodes and it has open my mind to different thoughts and ideas.  Please continue to produce this series!
3383,Dianawolfish,20160115T224417,5,Couldn'T Stop Listening!,"Serial was my first podcast, and I am completely hooked! More please!","Serial was my first podcast, and I am completely hooked!! More please!!"
3387,Ellebee113,20160115T125745,5,Entertaining And Emotional,"I just finished season one and I can appreciate what Sarah feels about this case. She did an amazing job at taking the listener through all of the emotions associated with investigating this case. I went from --there's no way Adnon Seyed killed Hae Lee -- to --no no no I think he did it-- in the end I have reasonable doubt. In the end that's what matters, and I hope for his appeal to be granted.","I just finished season one and I can appreciate what Sarah feels about this case.  She did an amazing job at taking the listener through all of the emotions associated with investigating this case.  I went from --there's no way Adnon Seyed killed Hae Lee -- to --no no no I think he did it-- in the end I have reasonable doubt.  In the end that's what matters, and I hope for his appeal to be granted."
3388,Podcast addictee,20160115T043834,5,Oh Nooooooooo!,Love this podcast but an exchange of one extra episode for having them come out every OTHER week doesn't quite seem like an even trade! :-) Thank you Sarah and team.,Love this podcast but an exchange of one extra episode for having them come out every OTHER week doesn't quite seem like an even trade! :-)     Thank you Sarah and team.
3389,Msruthy87,20160114T203256,5,So Intrigued,I'm HOOKED:knocked-out_face:,I'm HOOKED😵
3390,Jason from CA,20160113T215315,5,The Best,"So happy to see season 2 is the Bergdahl story. Imagine going through what he went through only to come home to see that it's not over yet. People across the country calling him a trader without even knowing the facts. Being investigated for possible crimes and facing becoming a prisoner, again. This time by his own country. Wow. Sad is the only word that comes to mind. Thank god somebody cares!","So happy to see season 2 is the Bergdahl story. Imagine going through what he went through only to come home to see that it's not over yet. People across the country calling him a trader without even knowing the facts. Being investigated for possible crimes and facing becoming a prisoner, again. This time by his own country. Wow. Sad is the only word that comes to mind. Thank god somebody cares!"
